ni_pct,co_pct,mn_pct,ni_to_co_ratio,ni_to_mn_ratio,dopant_sum,temp_C,c_rate,predicted_accuracy,baseline_accuracy,improvement_pct
28.92,44.94,26.14,0.64,1.11,100.0,55,1.0,50.87,75.0,-24.13
44.88,19.46,35.66,2.31,1.26,100.0,25,1.0,83.6,75.0,8.6
25.12,18.46,56.42,1.36,0.45,100.0,70,2.0,73.65,75.0,-1.35
41.9,38.7,19.4,1.08,2.16,100.0,40,1.0,66.26,75.0,-8.74
50.13,22.8,27.07,2.2,1.85,100.0,40,5.0,63.12,75.0,-11.88
55.72,30.24,14.04,1.84,3.97,100.0,40,2.0,63.86,75.0,-11.14
24.02,16.5,59.47,1.46,0.4,100.0,40,1.0,84.53,75.0,9.53
26.01,40.51,33.48,0.64,0.78,100.0,25,5.0,44.25,75.0,-30.75
32.59,44.06,23.34,0.74,1.4,100.0,70,1.0,62.02,75.0,-12.98
60.42,18.06,21.52,3.35,2.81,100.0,25,1.0,83.77,75.0,8.77
32.31,26.27,41.42,1.23,0.78,100.0,25,2.0,74.44,75.0,-0.56
31.44,40.49,28.06,0.78,1.12,100.0,40,5.0,46.3,75.0,-28.7
22.19,15.76,62.05,1.41,0.36,100.0,55,0.5,88.59,75.0,13.59
48.32,10.34,41.33,4.67,1.17,100.0,40,1.0,89.93,75.0,14.93
53.89,10.8,35.31,4.99,1.53,100.0,55,2.0,87.92,75.0,12.92
23.94,33.46,42.59,0.72,0.56,100.0,25,5.0,57.2,75.0,-17.8
66.53,28.22,5.25,2.36,12.66,100.0,40,1.0,71.38,75.0,-3.62
47.2,30.72,22.08,1.54,2.14,100.0,40,0.5,73.52,75.0,-1.48
51.46,10.3,38.24,5.0,1.35,100.0,25,5.0,70.44,75.0,-4.56
46.45,26.91,26.65,1.73,1.74,100.0,40,5.0,51.32,75.0,-23.68
44.05,38.72,17.23,1.14,2.56,100.0,70,2.0,55.74,75.0,-19.26
53.58,27.71,18.71,1.93,2.86,100.0,55,1.0,73.83,75.0,-1.17
29.31,39.29,31.4,0.75,0.93,100.0,55,1.0,62.8,75.0,-12.2
30.92,19.32,49.76,1.6,0.62,100.0,55,5.0,58.03,75.0,-16.97
20.47,19.37,60.17,1.06,0.34,100.0,40,1.0,89.01,75.0,14.01
48.52,30.85,20.63,1.57,2.35,100.0,70,5.0,42.19,75.0,-32.81
42.4,18.43,39.17,2.3,1.08,100.0,40,0.5,79.31,75.0,4.31
36.24,19.47,44.29,1.86,0.82,100.0,55,2.0,71.34,75.0,-3.66
58.64,35.12,6.24,1.67,9.4,100.0,40,1.0,63.42,75.0,-11.58
44.52,43.2,12.28,1.03,3.63,100.0,55,1.0,61.15,75.0,-13.85
21.52,26.63,51.85,0.81,0.42,100.0,25,2.0,75.47,75.0,0.47
29.37,20.33,50.3,1.44,0.58,100.0,55,0.5,81.64,75.0,6.64
31.57,16.88,51.55,1.87,0.61,100.0,25,0.5,94.29,75.0,19.29
57.64,22.22,20.14,2.59,2.86,100.0,25,0.5,81.89,75.0,6.89
21.63,27.92,50.45,0.77,0.43,100.0,25,0.5,85.32,75.0,10.32
33.32,29.52,37.17,1.13,0.9,100.0,55,0.5,79.09,75.0,4.09
33.86,18.17,47.97,1.86,0.71,100.0,70,5.0,56.71,75.0,-18.29
50.49,27.46,22.05,1.84,2.29,100.0,55,1.0,74.2,75.0,-0.8
21.18,24.35,54.47,0.87,0.39,100.0,40,1.0,79.68,75.0,4.68
26.25,49.83,23.93,0.53,1.1,100.0,40,1.0,62.29,75.0,-12.71
47.86,16.39,35.75,2.92,1.34,100.0,70,5.0,53.39,75.0,-21.61
30.71,29.44,39.85,1.04,0.77,100.0,70,2.0,59.44,75.0,-15.56
59.16,32.63,8.2,1.81,7.21,100.0,70,0.5,65.3,75.0,-9.7
34.29,46.67,19.04,0.73,1.8,100.0,25,2.0,56.57,75.0,-18.43
25.97,42.03,32.0,0.62,0.81,100.0,70,0.5,60.73,75.0,-14.27
34.59,28.05,37.36,1.23,0.93,100.0,70,0.5,71.95,75.0,-3.05
69.05,18.21,12.74,3.79,5.42,100.0,70,2.0,71.69,75.0,-3.31
50.47,41.54,7.99,1.21,6.31,100.0,55,1.0,59.5,75.0,-15.5
49.75,16.69,33.56,2.98,1.48,100.0,40,5.0,61.2,75.0,-13.8
43.83,17.69,38.48,2.48,1.14,100.0,40,2.0,77.41,75.0,2.41
60.09,28.56,11.36,2.1,5.29,100.0,70,1.0,64.84,75.0,-10.16
32.3,19.83,47.87,1.63,0.67,100.0,40,0.5,82.6,75.0,7.6
37.59,46.59,15.82,0.81,2.38,100.0,55,1.0,53.13,75.0,-21.87
75.83,11.14,13.04,6.81,5.82,100.0,40,0.5,88.22,75.0,13.22
20.78,48.09,31.13,0.43,0.67,100.0,25,0.5,65.24,75.0,-9.76
25.13,31.32,43.55,0.8,0.58,100.0,55,1.0,74.33,75.0,-0.67
32.47,35.26,32.27,0.92,1.01,100.0,40,0.5,68.7,75.0,-6.3
21.59,31.72,46.69,0.68,0.46,100.0,40,5.0,52.84,75.0,-22.16
30.89,15.18,53.94,2.04,0.57,100.0,55,1.0,89.21,75.0,14.21
54.98,25.03,19.98,2.2,2.75,100.0,40,2.0,68.66,75.0,-6.34
45.29,13.97,40.75,3.24,1.11,100.0,40,0.5,88.09,75.0,13.09
28.68,42.27,29.05,0.68,0.99,100.0,70,0.5,58.17,75.0,-16.83
56.67,10.66,32.67,5.32,1.73,100.0,25,5.0,66.76,75.0,-8.24
40.51,41.12,18.37,0.99,2.2,100.0,55,5.0,46.7,75.0,-28.3
35.57,18.82,45.62,1.89,0.78,100.0,70,2.0,72.9,75.0,-2.1
42.78,16.58,40.64,2.58,1.05,100.0,40,0.5,87.36,75.0,12.36
55.42,26.25,18.33,2.11,3.02,100.0,55,2.0,62.37,75.0,-12.63
36.08,47.06,16.85,0.77,2.14,100.0,55,2.0,53.82,75.0,-21.18
37.78,23.25,38.98,1.62,0.97,100.0,25,0.5,88.6,75.0,13.6
44.56,26.76,28.68,1.67,1.55,100.0,25,2.0,77.59,75.0,2.59
53.12,30.69,16.19,1.73,3.28,100.0,55,2.0,66.14,75.0,-8.86
46.17,13.37,40.46,3.45,1.14,100.0,25,5.0,66.3,75.0,-8.7
37.67,49.38,12.95,0.76,2.91,100.0,25,5.0,42.67,75.0,-32.33
52.7,14.75,32.55,3.57,1.62,100.0,40,2.0,81.94,75.0,6.94
65.82,21.42,12.77,3.07,5.15,100.0,25,0.5,78.4,75.0,3.4
28.41,33.43,38.16,0.85,0.74,100.0,25,5.0,52.05,75.0,-22.95
72.11,14.38,13.51,5.01,5.34,100.0,70,2.0,74.95,75.0,-0.05
33.43,32.82,33.75,1.02,0.99,100.0,40,1.0,75.03,75.0,0.03
73.67,16.99,9.34,4.34,7.89,100.0,40,1.0,76.39,75.0,1.39
46.64,46.25,7.11,1.01,6.56,100.0,55,2.0,54.72,75.0,-20.28
45.51,19.82,34.67,2.3,1.31,100.0,25,1.0,84.88,75.0,9.88
21.35,38.7,39.95,0.55,0.53,100.0,70,5.0,45.25,75.0,-29.75
36.12,41.07,22.81,0.88,1.58,100.0,70,0.5,60.13,75.0,-14.87
52.5,36.94,10.57,1.42,4.97,100.0,40,2.0,64.14,75.0,-10.86
58.01,34.58,7.41,1.68,7.83,100.0,25,5.0,54.07,75.0,-20.93
35.47,45.7,18.83,0.78,1.88,100.0,70,0.5,57.34,75.0,-17.66
28.36,13.15,58.49,2.16,0.48,100.0,55,1.0,85.7,75.0,10.7
70.1,23.24,6.67,3.02,10.51,100.0,25,1.0,77.46,75.0,2.46
49.05,41.36,9.58,1.19,5.12,100.0,25,1.0,71.96,75.0,-3.04
76.0,17.47,6.53,4.35,11.63,100.0,25,1.0,83.06,75.0,8.06
30.3,25.58,44.12,1.18,0.69,100.0,70,5.0,49.74,75.0,-25.26
36.34,39.3,24.36,0.92,1.49,100.0,40,5.0,44.78,75.0,-30.22
21.1,37.39,41.51,0.56,0.51,100.0,40,0.5,72.86,75.0,-2.14
74.86,18.48,6.66,4.05,11.24,100.0,55,2.0,73.99,75.0,-1.01
27.07,19.56,53.38,1.38,0.51,100.0,70,0.5,76.14,75.0,1.14
54.59,21.25,24.16,2.57,2.26,100.0,25,2.0,83.08,75.0,8.08
36.44,26.45,37.11,1.38,0.98,100.0,55,1.0,75.13,75.0,0.13
53.25,19.37,27.38,2.75,1.95,100.0,55,1.0,79.58,75.0,4.58
59.09,10.79,30.13,5.48,1.96,100.0,40,1.0,87.17,75.0,12.17
31.74,36.2,32.06,0.88,0.99,100.0,25,1.0,72.93,75.0,-2.07
32.39,48.62,18.99,0.67,1.71,100.0,25,5.0,42.42,75.0,-32.58
20.66,23.66,55.68,0.87,0.37,100.0,70,0.5,80.56,75.0,5.56
28.21,23.54,48.25,1.2,0.58,100.0,70,2.0,69.32,75.0,-5.68
74.0,10.28,15.72,7.2,4.71,100.0,70,2.0,77.67,75.0,2.67
44.88,31.68,23.45,1.42,1.91,100.0,55,5.0,47.87,75.0,-27.13
21.06,13.65,65.29,1.54,0.32,100.0,25,1.0,92.56,75.0,17.56
56.03,15.86,28.1,3.53,1.99,100.0,40,0.5,83.79,75.0,8.79
59.9,16.39,23.71,3.66,2.53,100.0,55,1.0,83.55,75.0,8.55
30.52,41.6,27.87,0.73,1.09,100.0,55,5.0,40.16,75.0,-34.84
65.87,25.03,9.1,2.63,7.24,100.0,40,2.0,69.41,75.0,-5.59
45.13,11.79,43.08,3.83,1.05,100.0,40,5.0,67.11,75.0,-7.89
42.99,34.9,22.11,1.23,1.94,100.0,70,2.0,57.72,75.0,-17.28
51.14,22.36,26.51,2.29,1.93,100.0,40,0.5,83.67,75.0,8.67
22.82,24.75,52.43,0.92,0.44,100.0,40,2.0,73.97,75.0,-1.03
29.98,40.79,29.23,0.73,1.03,100.0,40,0.5,73.05,75.0,-1.95
30.46,39.0,30.54,0.78,1.0,100.0,40,1.0,65.3,75.0,-9.7
24.97,26.01,49.02,0.96,0.51,100.0,70,1.0,73.2,75.0,-1.8
21.41,49.3,29.29,0.43,0.73,100.0,55,5.0,35.09,75.0,-39.91
34.72,26.26,39.02,1.32,0.89,100.0,25,0.5,84.28,75.0,9.28
43.36,40.87,15.77,1.06,2.75,100.0,25,1.0,67.92,75.0,-7.08
37.32,29.36,33.32,1.27,1.12,100.0,55,0.5,73.82,75.0,-1.18
41.34,45.9,12.76,0.9,3.24,100.0,25,1.0,67.71,75.0,-7.29
21.5,20.42,58.09,1.05,0.37,100.0,25,1.0,84.55,75.0,9.55
37.83,13.5,48.68,2.8,0.78,100.0,55,2.0,81.18,75.0,6.18
43.97,10.74,45.29,4.09,0.97,100.0,25,5.0,69.71,75.0,-5.29
48.56,43.02,8.42,1.13,5.77,100.0,25,2.0,61.06,75.0,-13.94
42.53,36.62,20.85,1.16,2.04,100.0,55,0.5,64.37,75.0,-10.63
76.21,18.04,5.75,4.23,13.24,100.0,25,1.0,80.96,75.0,5.96
26.04,38.27,35.69,0.68,0.73,100.0,40,5.0,48.53,75.0,-26.47
32.9,44.01,23.1,0.75,1.42,100.0,55,1.0,65.95,75.0,-9.05
21.87,21.57,56.56,1.01,0.39,100.0,70,1.0,76.86,75.0,1.86
35.74,48.09,16.17,0.74,2.21,100.0,25,2.0,62.92,75.0,-12.08
55.7,11.99,32.3,4.64,1.72,100.0,70,0.5,83.99,75.0,8.99
23.09,16.0,60.92,1.44,0.38,100.0,25,5.0,68.73,75.0,-6.27
49.78,31.5,18.71,1.58,2.66,100.0,40,5.0,56.44,75.0,-18.56
55.81,33.03,11.16,1.69,5.0,100.0,55,5.0,48.3,75.0,-26.7
40.05,35.81,24.14,1.12,1.66,100.0,70,0.5,63.92,75.0,-11.08
66.25,10.68,23.07,6.2,2.87,100.0,55,5.0,65.24,75.0,-9.76
26.4,48.41,25.19,0.55,1.05,100.0,70,0.5,56.25,75.0,-18.75
24.51,11.78,63.71,2.08,0.38,100.0,25,5.0,67.16,75.0,-7.84
63.69,15.72,20.59,4.05,3.09,100.0,40,1.0,85.86,75.0,10.86
49.73,10.56,39.71,4.71,1.25,100.0,70,0.5,88.36,75.0,13.36
61.3,32.67,6.02,1.88,10.18,100.0,70,2.0,64.24,75.0,-10.76
46.09,47.29,6.62,0.97,6.96,100.0,40,5.0,40.82,75.0,-34.18
34.78,36.64,28.58,0.95,1.22,100.0,40,2.0,63.47,75.0,-11.53
45.42,41.62,12.96,1.09,3.5,100.0,40,0.5,69.17,75.0,-5.83
67.96,10.53,21.5,6.45,3.16,100.0,40,1.0,89.33,75.0,14.33
61.68,31.68,6.64,1.95,9.29,100.0,40,2.0,70.4,75.0,-4.6
36.33,28.38,35.29,1.28,1.03,100.0,55,2.0,67.53,75.0,-7.47
55.41,29.96,14.63,1.85,3.79,100.0,25,1.0,74.99,75.0,-0.01
41.66,12.89,45.45,3.23,0.92,100.0,25,1.0,88.38,75.0,13.38
25.49,37.38,37.13,0.68,0.69,100.0,70,0.5,67.66,75.0,-7.34
38.43,17.75,43.82,2.16,0.88,100.0,40,5.0,59.31,75.0,-15.69
28.21,40.61,31.18,0.69,0.9,100.0,55,2.0,61.02,75.0,-13.98
74.31,20.47,5.22,3.63,14.22,100.0,55,2.0,71.96,75.0,-3.04
46.76,15.98,37.26,2.93,1.25,100.0,70,0.5,82.8,75.0,7.8
31.11,35.93,32.96,0.87,0.94,100.0,40,5.0,50.56,75.0,-24.44
52.51,16.9,30.59,3.11,1.72,100.0,25,0.5,93.33,75.0,18.33
26.64,48.26,25.09,0.55,1.06,100.0,40,2.0,58.34,75.0,-16.66
34.26,23.22,42.51,1.48,0.81,100.0,55,2.0,70.17,75.0,-4.83
68.39,16.29,15.32,4.2,4.46,100.0,40,1.0,80.36,75.0,5.36
24.87,44.42,30.71,0.56,0.81,100.0,25,1.0,64.34,75.0,-10.66
61.54,30.73,7.73,2.0,7.96,100.0,25,5.0,55.91,75.0,-19.09
70.95,12.92,16.13,5.49,4.4,100.0,70,2.0,70.57,75.0,-4.43
34.98,35.07,29.95,1.0,1.17,100.0,55,2.0,65.69,75.0,-9.31
49.37,20.13,30.51,2.45,1.62,100.0,40,1.0,84.93,75.0,9.93
33.27,42.15,24.58,0.79,1.35,100.0,40,0.5,64.82,75.0,-10.18
57.63,28.95,13.42,1.99,4.29,100.0,70,0.5,69.02,75.0,-5.98
40.18,41.98,17.83,0.96,2.25,100.0,70,2.0,53.45,75.0,-21.55
22.37,30.07,47.56,0.74,0.47,100.0,70,2.0,67.36,75.0,-7.64
62.33,28.2,9.47,2.21,6.58,100.0,55,5.0,55.04,75.0,-19.96
60.33,33.22,6.45,1.82,9.35,100.0,40,5.0,44.33,75.0,-30.67
30.83,15.3,53.87,2.02,0.57,100.0,70,1.0,79.72,75.0,4.72
54.08,31.88,14.05,1.7,3.85,100.0,55,2.0,62.29,75.0,-12.71
21.93,40.92,37.15,0.54,0.59,100.0,40,0.5,65.37,75.0,-9.63
22.04,13.58,64.38,1.62,0.34,100.0,25,5.0,70.48,75.0,-4.52
61.85,26.72,11.44,2.31,5.41,100.0,70,1.0,69.72,75.0,-5.28
37.84,44.13,18.03,0.86,2.1,100.0,55,1.0,59.07,75.0,-15.93
28.0,23.31,48.69,1.2,0.58,100.0,40,0.5,78.42,75.0,3.42
78.26,13.97,7.77,5.6,10.08,100.0,40,5.0,71.62,75.0,-3.38
76.66,13.63,9.72,5.62,7.89,100.0,70,0.5,80.73,75.0,5.73
48.45,20.51,31.04,2.36,1.56,100.0,70,1.0,75.08,75.0,0.08
41.15,18.06,40.79,2.28,1.01,100.0,40,2.0,75.15,75.0,0.15
70.67,15.16,14.17,4.66,4.99,100.0,55,0.5,83.09,75.0,8.09
39.15,38.8,22.05,1.01,1.77,100.0,25,1.0,69.55,75.0,-5.45
69.73,14.05,16.22,4.96,4.3,100.0,40,2.0,73.12,75.0,-1.88
22.22,34.93,42.85,0.64,0.52,100.0,55,2.0,60.63,75.0,-14.37
55.78,24.24,19.98,2.3,2.79,100.0,70,5.0,53.41,75.0,-21.59
33.8,41.56,24.64,0.81,1.37,100.0,40,5.0,51.21,75.0,-23.79
27.23,19.35,53.42,1.41,0.51,100.0,70,1.0,78.9,75.0,3.9
24.62,35.57,39.81,0.69,0.62,100.0,25,0.5,79.89,75.0,4.89
61.78,19.43,18.8,3.18,3.29,100.0,70,2.0,68.81,75.0,-6.19
40.39,38.55,21.06,1.05,1.92,100.0,25,5.0,49.86,75.0,-25.14
32.74,20.98,46.27,1.56,0.71,100.0,70,5.0,59.21,75.0,-15.79
23.92,15.07,61.01,1.59,0.39,100.0,70,0.5,89.04,75.0,14.04
38.92,44.66,16.42,0.87,2.37,100.0,25,5.0,49.28,75.0,-25.72
52.37,33.74,13.89,1.55,3.77,100.0,70,1.0,60.57,75.0,-14.43
67.44,15.08,17.47,4.47,3.86,100.0,55,0.5,82.49,75.0,7.49
39.13,27.1,33.77,1.44,1.16,100.0,70,2.0,66.24,75.0,-8.76
57.55,16.43,26.01,3.5,2.21,100.0,40,1.0,82.32,75.0,7.32
30.41,44.56,25.03,0.68,1.22,100.0,70,2.0,53.48,75.0,-21.52
23.52,18.56,57.92,1.27,0.41,100.0,55,2.0,79.26,75.0,4.26
33.98,14.23,51.79,2.39,0.66,100.0,40,5.0,70.23,75.0,-4.77
21.46,30.25,48.29,0.71,0.44,100.0,55,1.0,77.71,75.0,2.71
32.93,29.02,38.05,1.13,0.87,100.0,40,1.0,74.5,75.0,-0.5
21.28,47.45,31.28,0.45,0.68,100.0,70,0.5,54.32,75.0,-20.68
42.4,22.85,34.75,1.86,1.22,100.0,55,1.0,77.55,75.0,2.55
45.98,20.67,33.35,2.22,1.38,100.0,70,0.5,83.02,75.0,8.02
45.05,49.58,5.37,0.91,8.39,100.0,40,1.0,56.4,75.0,-18.6
67.93,25.77,6.31,2.64,10.77,100.0,55,2.0,68.65,75.0,-6.35
30.96,16.4,52.64,1.89,0.59,100.0,25,0.5,93.37,75.0,18.37
41.04,29.72,29.24,1.38,1.4,100.0,55,1.0,71.69,75.0,-3.31
66.03,28.88,5.09,2.29,12.96,100.0,70,0.5,68.82,75.0,-6.18
44.12,29.61,26.27,1.49,1.68,100.0,25,5.0,54.13,75.0,-20.87
48.79,43.87,7.34,1.11,6.65,100.0,25,5.0,38.18,75.0,-36.82
38.04,16.31,45.66,2.33,0.83,100.0,40,0.5,84.31,75.0,9.31
59.4,30.65,9.95,1.94,5.97,100.0,25,0.5,75.87,75.0,0.87
38.87,10.8,50.34,3.6,0.77,100.0,25,2.0,90.77,75.0,15.77
40.71,33.27,26.02,1.22,1.56,100.0,40,1.0,71.0,75.0,-4.0
45.07,32.91,22.02,1.37,2.05,100.0,55,5.0,46.61,75.0,-28.39
45.28,19.53,35.19,2.32,1.29,100.0,70,5.0,53.17,75.0,-21.83
56.21,20.12,23.68,2.79,2.37,100.0,55,1.0,79.26,75.0,4.26
34.33,29.46,36.21,1.17,0.95,100.0,25,5.0,62.07,75.0,-12.93
26.63,23.36,50.01,1.14,0.53,100.0,70,5.0,57.84,75.0,-17.16
41.28,14.27,44.45,2.89,0.93,100.0,55,0.5,87.77,75.0,12.77
37.23,19.55,43.21,1.9,0.86,100.0,70,5.0,52.21,75.0,-22.79
37.78,47.97,14.25,0.79,2.65,100.0,25,5.0,41.79,75.0,-33.21
34.02,22.2,43.78,1.53,0.78,100.0,55,5.0,63.68,75.0,-11.32
22.53,16.75,60.72,1.34,0.37,100.0,70,1.0,83.71,75.0,8.71
21.07,28.43,50.5,0.74,0.42,100.0,70,2.0,61.54,75.0,-13.46
43.35,11.62,45.03,3.73,0.96,100.0,55,0.5,87.7,75.0,12.7
45.67,11.41,42.93,4.0,1.06,100.0,55,2.0,81.4,75.0,6.4
43.06,22.93,34.01,1.88,1.27,100.0,25,5.0,60.07,75.0,-14.93
60.78,31.76,7.46,1.91,8.15,100.0,40,5.0,43.58,75.0,-31.42
33.1,32.07,34.84,1.03,0.95,100.0,70,5.0,47.33,75.0,-27.67
53.46,26.12,20.43,2.05,2.62,100.0,55,2.0,65.4,75.0,-9.6
44.04,27.31,28.66,1.61,1.54,100.0,55,1.0,70.4,75.0,-4.6
25.36,48.62,26.01,0.52,0.97,100.0,55,1.0,56.5,75.0,-18.5
45.05,25.09,29.85,1.8,1.51,100.0,70,0.5,73.52,75.0,-1.48
72.75,20.33,6.92,3.58,10.51,100.0,25,2.0,76.43,75.0,1.43
29.93,10.47,59.6,2.86,0.5,100.0,40,1.0,87.98,75.0,12.98
48.04,28.31,23.65,1.7,2.03,100.0,70,0.5,70.39,75.0,-4.61
44.16,33.52,22.32,1.32,1.98,100.0,25,5.0,48.5,75.0,-26.5
30.02,18.24,51.74,1.65,0.58,100.0,70,5.0,59.34,75.0,-15.66
40.61,30.06,29.34,1.35,1.38,100.0,70,0.5,61.83,75.0,-13.17
33.9,10.85,55.25,3.13,0.61,100.0,55,1.0,86.06,75.0,11.06
44.05,44.94,11.01,0.98,4.0,100.0,25,2.0,62.4,75.0,-12.6
65.67,13.36,20.97,4.91,3.13,100.0,55,0.5,81.07,75.0,6.07
56.46,23.55,19.99,2.4,2.82,100.0,55,1.0,76.66,75.0,1.66
50.76,32.55,16.69,1.56,3.04,100.0,25,0.5,79.85,75.0,4.85
33.84,18.2,47.96,1.86,0.71,100.0,55,1.0,71.13,75.0,-3.87
30.59,39.68,29.73,0.77,1.03,100.0,55,5.0,43.74,75.0,-31.26
33.23,12.09,54.68,2.75,0.61,100.0,40,0.5,82.88,75.0,7.88
31.19,44.1,24.71,0.71,1.26,100.0,25,2.0,61.25,75.0,-13.75
66.78,17.93,15.3,3.72,4.36,100.0,25,0.5,86.46,75.0,11.46
41.01,44.98,14.02,0.91,2.93,100.0,55,5.0,31.47,75.0,-43.53
23.47,24.1,52.43,0.97,0.45,100.0,55,5.0,63.15,75.0,-11.85
48.95,37.26,13.79,1.31,3.55,100.0,25,1.0,71.15,75.0,-3.85
31.54,28.72,39.74,1.1,0.79,100.0,25,5.0,56.32,75.0,-18.68
37.62,36.76,25.62,1.02,1.47,100.0,70,1.0,67.22,75.0,-7.78
79.69,15.07,5.24,5.29,15.21,100.0,25,5.0,59.59,75.0,-15.41
30.43,17.14,52.43,1.78,0.58,100.0,70,1.0,75.56,75.0,0.56
43.77,29.72,26.5,1.47,1.65,100.0,55,2.0,58.95,75.0,-16.05
65.49,13.28,21.23,4.93,3.09,100.0,40,1.0,90.23,75.0,15.23
61.76,17.84,20.4,3.46,3.03,100.0,40,1.0,82.55,75.0,7.55
29.23,47.75,23.02,0.61,1.27,100.0,70,2.0,51.85,75.0,-23.15
44.94,47.69,7.36,0.94,6.1,100.0,55,1.0,57.25,75.0,-17.75
33.47,25.05,41.48,1.34,0.81,100.0,55,1.0,77.33,75.0,2.33
33.43,46.93,19.64,0.71,1.7,100.0,55,2.0,53.35,75.0,-21.65
52.22,31.79,15.99,1.64,3.27,100.0,25,5.0,55.16,75.0,-19.84
55.58,20.79,23.63,2.67,2.35,100.0,55,0.5,79.63,75.0,4.63
54.81,38.1,7.1,1.44,7.72,100.0,25,1.0,67.22,75.0,-7.78
25.49,36.36,38.15,0.7,0.67,100.0,70,5.0,44.23,75.0,-30.77
36.24,49.45,14.3,0.73,2.53,100.0,40,0.5,62.13,75.0,-12.87
35.94,20.6,43.46,1.74,0.83,100.0,70,2.0,71.26,75.0,-3.74
27.77,36.88,35.35,0.75,0.79,100.0,55,1.0,62.28,75.0,-12.72
73.32,12.08,14.59,6.07,5.02,100.0,55,1.0,77.97,75.0,2.97
77.34,14.55,8.12,5.32,9.53,100.0,70,2.0,74.88,75.0,-0.12
71.73,10.16,18.12,7.06,3.96,100.0,25,1.0,88.78,75.0,13.78
52.76,11.68,35.56,4.52,1.48,100.0,25,0.5,94.63,75.0,19.63
52.82,28.84,18.33,1.83,2.88,100.0,25,0.5,75.87,75.0,0.87
53.05,41.47,5.48,1.28,9.68,100.0,40,2.0,54.1,75.0,-20.9
25.22,30.39,44.39,0.83,0.57,100.0,40,1.0,72.64,75.0,-2.36
44.51,22.0,33.49,2.02,1.33,100.0,55,5.0,56.28,75.0,-18.72
42.36,16.05,41.59,2.64,1.02,100.0,70,1.0,76.93,75.0,1.93
35.59,21.39,43.03,1.66,0.83,100.0,70,2.0,74.21,75.0,-0.79
63.41,25.04,11.56,2.53,5.49,100.0,55,5.0,53.17,75.0,-21.83
49.75,40.25,10.0,1.24,4.98,100.0,25,0.5,75.87,75.0,0.87
24.86,31.59,43.55,0.79,0.57,100.0,40,0.5,77.96,75.0,2.96
33.21,13.1,53.69,2.54,0.62,100.0,70,5.0,54.96,75.0,-20.04
61.0,10.72,28.28,5.69,2.16,100.0,55,5.0,67.49,75.0,-7.51
24.57,14.09,61.34,1.74,0.4,100.0,25,2.0,81.74,75.0,6.74
23.2,25.92,50.88,0.9,0.46,100.0,25,1.0,82.64,75.0,7.64
43.92,22.41,33.68,1.96,1.3,100.0,40,0.5,79.86,75.0,4.86
48.84,35.5,15.67,1.38,3.12,100.0,40,1.0,75.15,75.0,0.15
36.24,28.05,35.7,1.29,1.02,100.0,55,0.5,79.75,75.0,4.75
31.15,30.88,37.96,1.01,0.82,100.0,55,1.0,68.95,75.0,-6.05
40.87,24.47,34.66,1.67,1.18,100.0,25,0.5,83.46,75.0,8.46
60.68,14.34,24.98,4.23,2.43,100.0,25,1.0,88.2,75.0,13.2
38.5,27.29,34.21,1.41,1.13,100.0,70,2.0,67.91,75.0,-7.09
36.02,41.33,22.65,0.87,1.59,100.0,25,0.5,70.92,75.0,-4.08
72.72,16.72,10.56,4.35,6.89,100.0,55,2.0,70.27,75.0,-4.73
54.3,34.16,11.54,1.59,4.71,100.0,40,0.5,69.59,75.0,-5.41
59.51,29.49,11.0,2.02,5.41,100.0,55,0.5,71.94,75.0,-3.06
60.57,13.55,25.88,4.47,2.34,100.0,70,0.5,85.31,75.0,10.31
40.45,46.89,12.66,0.86,3.2,100.0,70,1.0,55.73,75.0,-19.27
52.61,29.21,18.18,1.8,2.89,100.0,40,0.5,73.55,75.0,-1.45
47.3,12.18,40.52,3.88,1.17,100.0,55,2.0,81.47,75.0,6.47
61.85,12.01,26.14,5.15,2.37,100.0,70,1.0,79.04,75.0,4.04
60.81,12.52,26.68,4.86,2.28,100.0,55,1.0,85.58,75.0,10.58
57.12,17.49,25.39,3.26,2.25,100.0,70,0.5,86.37,75.0,11.37
65.16,11.3,23.54,5.77,2.77,100.0,40,5.0,65.37,75.0,-9.63
29.52,39.73,30.75,0.74,0.96,100.0,70,1.0,63.67,75.0,-11.33
28.98,43.69,27.33,0.66,1.06,100.0,55,0.5,61.42,75.0,-13.58
72.31,15.44,12.25,4.68,5.9,100.0,55,2.0,74.08,75.0,-0.92
21.75,43.44,34.8,0.5,0.63,100.0,70,5.0,39.16,75.0,-35.84
69.55,16.19,14.26,4.3,4.88,100.0,25,1.0,84.51,75.0,9.51
27.73,22.05,50.22,1.26,0.55,100.0,40,5.0,68.98,75.0,-6.02
40.11,19.96,39.93,2.01,1.0,100.0,40,1.0,81.1,75.0,6.1
64.61,24.89,10.5,2.6,6.15,100.0,70,5.0,51.39,75.0,-23.61
29.65,20.19,50.17,1.47,0.59,100.0,70,5.0,51.1,75.0,-23.9
29.62,24.42,45.96,1.21,0.64,100.0,25,2.0,78.8,75.0,3.8
40.37,27.22,32.41,1.48,1.25,100.0,40,5.0,59.62,75.0,-15.38
40.11,26.38,33.51,1.52,1.2,100.0,25,2.0,73.3,75.0,-1.7
20.38,12.24,67.38,1.67,0.3,100.0,40,0.5,85.14,75.0,10.14
37.22,15.69,47.09,2.37,0.79,100.0,70,1.0,79.61,75.0,4.61
